Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
17-Mar-15,97.1518,1.309757695,0.376,6.2842,10.08064516,3.2257,1.3892,1.2769,639.37,6.1585,2675.08,25.565,7.0159,0.94029149,286.46,138.72,62.692,13209.0,27996.0,4.019,121.4,185.35,1133.9,0.2999,1.9324,3.6995,36.1098,15.4271,100.5,1.356668023,8.2666,0.3845,101.7143,3.094,44.402,3.9034,3.64,61.751,3.75,1.3892,12.35745,132.9,8.6485,1.0028,32.915,6.3503,1.96796,3.6725,0.677966102,1,25.444
18-Mar-15,97.3257,1.312163758,0.376,6.2842,10.09081736,3.2683,1.3887,1.2771,640.84,6.1556,2677.97,25.797,7.0422,0.944108761,286.28,138.76,62.672,13164.0,27995.0,4.02,121.33,185.35,1130.1,0.2999,1.9324,3.7,36.2563,15.4192,100.33,1.367053999,8.4026,0.3845,101.7901,3.098,44.461,3.9073,3.64,61.3483,3.75,1.3887,12.38135,132.9,8.6666,1.0028,32.906,6.3426,1.95698,3.6725,0.683293475,1,25.497
19-Mar-15,97.0414,1.293326436,0.376,6.2842,10.01001001,3.2518,1.3809,1.2744,642.18,6.146,2651.49,25.687,6.9784,0.936592676,282.64,138.19,62.4208,13008.0,27994.0,4.006,120.5,185.5,1126.6,0.29955,1.9324,3.68,36.3367,15.296,100.31,1.337792642,8.0879,0.3845,101.9043,3.095,44.691,3.8596,3.64,59.8308,3.75,1.3809,12.2646,132.9,8.7185,0.9893,32.733,6.3464,1.95942,3.6725,0.67136623,1,25.582
20-Mar-15,96.8971,1.302422506,0.376,6.2842,9.98003992,3.2642,1.3861,1.2595,638.82,6.1496,2613.38,25.5,6.915,0.927988122,284.21,138.35,62.4923,13075.0,27994.0,4.053,120.72,185.5,1114.0,0.29955,1.9324,3.7225,36.3707,15.0317,100.03,1.348254011,8.0851,0.3845,102.1179,3.087,44.661,3.8645,3.64,60.0341,3.75,1.3861,12.2167,132.9,8.6706,0.9862,32.711,6.3487,1.95653,3.6725,0.676773146,1,25.495
23-Mar-15,96.0824,1.27844541,0.376,6.2842,9.861932939,3.2423,1.3777,1.2516,635.62,6.1448,2613.38,25.091,6.8324,0.916422287,281.18,136.98,62.2879,13076.0,27994.0,4.018,119.96,185.5,1121.7,0.29945,1.9324,3.6883,36.4745,14.9644,99.94,1.318565401,7.9064,0.3845,102.1179,3.077,44.831,3.818,3.64,59.4452,3.75,1.3777,12.00125,132.9,8.6404,0.9724,32.563,6.3386,1.95653,3.6725,0.670690812,1,25.467
24-Mar-15,96.1291,1.272102786,0.376,6.2842,9.794319295,3.18,1.3697,1.2511,627.0,6.1398,2587.71,25.017,6.8131,0.913242009,276.59,135.29,62.1988,12972.0,27994.0,3.926,119.76,185.5,1115.9,0.2993,1.9324,3.6745,36.5037,14.9347,99.64,1.305483029,7.8479,0.3845,102.0708,3.071,44.821,3.7453,3.64,58.771,3.75,1.3697,11.84745,132.9,8.488,0.9571,32.551,6.3418,1.93882,3.6725,0.670645832,1,25.413
25-Mar-15,96.1667,1.270163851,0.376,6.2842,9.756097561,3.131,1.3661,1.2513,623.65,6.141,2526.79,24.923,6.7991,0.910332271,273.19,135.33,62.3419,12932.0,27993.0,3.948,119.78,185.5,1107.1,0.2993,1.9324,3.6575,36.5037,14.9524,99.62,1.309586171,7.8225,0.3845,101.9563,3.064,44.69,3.7355,3.64,57.3879,3.75,1.3661,11.7579,132.9,8.4832,0.957,32.545,6.3532,1.92849,3.6725,0.670465974,1,25.466
26-Mar-15,96.7536,1.279263144,0.376,6.2842,9.803921569,3.1476,1.3706,1.2471,619.79,6.1375,2535.55,24.951,6.8056,0.911327805,271.68,134.73,62.6728,13003.0,27992.0,3.944,119.3,185.5,1102.7,0.2992,1.9324,3.679,36.4174,15.1056,99.73,1.314060447,7.8379,0.3845,102.0261,3.075,44.772,3.705,3.64,56.4271,3.75,1.3706,11.87115,132.9,8.4398,0.954,32.585,6.3584,1.93557,3.6725,0.66983723,1,25.648
27-Mar-15,97.252,1.281394157,0.376,6.2842,9.871668312,3.1915,1.3694,1.258,620.68,6.1397,2551.3,25.345,6.8784,0.921149595,277.74,136.63,62.6069,13064.0,27992.0,3.973,119.2,185.5,1104.2,0.2992,1.9324,3.6675,36.4062,15.1542,100.28,1.316309069,7.9633,0.3845,101.9551,3.087,44.827,3.789,3.64,57.7279,3.75,1.3694,11.98755,132.9,8.6233,0.9655,32.592,6.3673,1.9318,3.6725,0.6709158,1,25.816
30-Mar-15,97.2777,1.296008294,0.376,6.2842,9.950248756,3.2259,1.3694,1.2689,622.79,6.1402,2556.85,25.333,6.887,0.92208391,276.03,136.21,62.6305,13086.0,28050.0,3.971,119.24,185.65,1104.3,0.2992,1.9324,3.7085,36.4152,15.2427,99.86,1.323276432,7.9802,0.3845,101.9264,3.092,44.796,3.7685,3.64,58.4643,3.75,1.3694,12.13615,132.8794,8.6233,0.9655,32.604,6.3732,1.94592,3.6725,0.675630025,1,25.816
31-Mar-15,97.6202,1.309929264,0.376,6.2842,9.98003992,3.2601,1.3765,1.2683,626.87,6.1422,2576.05,25.586,6.9427,0.92945441,278.94,137.21,62.5908,13084.0,28085.0,3.98,120.11,185.65,1105.0,0.30025,1.9324,3.7165,36.4036,15.2647,100.28,1.335113485,8.0895,0.3845,101.9223,3.094,44.796,3.8125,3.64,57.65,3.75,1.3765,12.1768,132.9,8.6232,0.9728,32.548,6.3732,1.94912,3.6725,0.675675676,1,25.677
1-Apr-15,97.5817,1.309071868,0.376,6.2842,9.900990099,3.208,1.3673,1.2612,626.58,6.1434,2598.36,25.563,6.9464,0.929800093,278.6,137.11,62.5908,13043.0,28085.0,3.974,119.95,185.65,1109.4,0.30025,1.9324,3.6855,36.3654,15.1206,100.0,1.338329764,8.0801,0.3845,101.941,3.093,44.725,3.789,3.64,58.3536,3.75,1.3673,12.04895,132.9,8.6279,0.9684,32.517,6.3399,1.96001,3.6725,0.676864762,1,25.665
2-Apr-15,97.3038,1.317175975,0.376,6.2842,9.881422925,3.1556,1.3628,1.2585,618.22,6.1396,2598.36,25.456,6.9464,0.923361034,275.86,137.11,62.5908,13000.0,28085.0,3.956,119.66,185.65,1103.8,0.30025,1.9324,3.6835,36.3748,15.1206,100.0,1.340302908,8.0801,0.3845,101.8762,3.093,44.725,3.7524,3.64,56.9902,3.75,1.3628,12.02555,132.9,8.6181,0.9611,32.45,6.371,1.963,3.6725,0.676361177,1,25.665
3-Apr-15,97.2605,1.317175975,0.376,6.2842,9.881422925,3.1492,1.3628,1.2585,614.77,6.1348,2576.41,25.232,6.9464,0.923361034,275.86,137.11,62.5908,13000.0,28085.0,3.956,119.65,185.65,1098.0,0.30025,1.9324,3.6635,36.32,15.1206,100.0,1.340302908,8.0801,0.3845,101.8612,3.093,44.725,3.7449,3.64,56.7534,3.75,1.3628,12.02555,132.9,8.6181,0.9595,32.48,6.3742,1.963,3.6725,0.676361177,1,25.665
6-Apr-15,97.1344,1.317175975,0.376,6.2842,9.881422925,3.1492,1.3628,1.2452,614.77,6.1348,2576.41,25.232,6.9464,0.923361034,275.86,137.11,62.158,13000.0,28083.0,3.956,119.05,185.65,1094.6,0.2999,1.9324,3.6225,36.296,14.8003,100.0,1.340302908,8.0801,0.3845,101.9163,3.089,44.623,3.7449,3.64,56.5161,3.75,1.3518,12.02555,132.8984,8.6181,0.9513,32.48,6.3742,1.963,3.6725,0.676361177,1,25.573
7-Apr-15,97.5559,1.298195508,0.376,6.2842,9.813542689,3.0926,1.3565,1.2488,610.74,6.1305,2522.71,25.315,6.888,0.921913893,275.85,136.06,62.3321,12982.0,28120.0,3.939,119.56,185.65,1086.0,0.3002,1.9324,3.635,36.1634,14.9039,99.5,1.325732467,8.0483,0.3845,101.9495,3.096,44.399,3.7435,3.64,55.3328,3.75,1.3565,11.8418,132.9,8.5501,0.9614,32.51,6.3742,1.963,3.6725,0.67172701,1,25.749
8-Apr-15,97.6333,1.303101381,0.376,6.2842,9.775171065,3.1231,1.3588,1.2508,611.01,6.1345,2518.05,25.205,6.8788,0.920640766,273.9,135.81,62.3295,13002.0,28150.0,3.939,120.2,185.65,1089.7,0.30065,1.9324,3.644,36.1237,14.9072,99.61,1.332445037,7.988,0.3845,101.9449,3.101,44.484,3.7135,3.64,54.027,3.75,1.3588,11.78195,132.9,8.6414,0.9604,32.546,6.3633,1.9482,3.6725,0.669209663,1,25.898
9-Apr-15,98.2998,1.300728408,0.376,6.2842,9.823182711,3.0834,1.3588,1.258,611.05,6.1338,2490.9,25.407,6.9349,0.928160386,276.71,136.91,62.256,12973.0,28180.0,3.943,120.31,185.65,1093.4,0.301,1.9324,3.6295,36.1334,15.0554,99.59,1.323451562,8.0397,0.3845,101.942,3.111,44.484,3.7414,3.64,52.5424,3.75,1.3561,11.79135,132.9,8.6889,0.9708,32.549,6.3577,1.9482,3.6725,0.674490759,1,26.089
10-Apr-15,98.7683,1.300728408,0.376,6.2842,9.930486594,3.0466,1.3586,1.2595,613.91,6.137,2494.77,25.901,7.0687,0.946073794,280.98,138.6,62.366,12910.0,28180.0,3.943,120.5,185.65,1093.9,0.301,1.9324,3.6445,36.1673,15.1706,99.59,1.322926313,8.1485,0.3845,101.8736,3.12,44.559,3.7894,3.64,51.0678,3.75,1.3586,12.01545,132.9,8.7676,0.9813,32.551,6.3528,1.9482,3.6725,0.683760684,1,26.4
13-Apr-15,98.7597,1.316482359,0.376,6.2842,9.99000999,3.0796,1.3686,1.2602,621.1,6.1395,2516.08,25.963,7.0806,0.947687642,281.44,139.14,62.3885,12945.0,28220.0,4.014,120.18,185.65,1094.6,0.302,1.9324,3.6975,36.2244,15.2947,99.7,1.32837407,8.1008,0.3845,101.8552,3.124,44.515,3.8088,3.64,52.422,3.75,1.3686,12.13965,132.9,8.8288,0.9858,32.551,6.3442,1.977,3.6725,0.685025346,1,26.286
14-Apr-15,98.7597,1.317523057,0.376,6.2842,9.99000999,3.1011,1.3638,1.2478,621.1,6.1395,2537.33,25.886,7.0703,0.946611132,280.88,138.42,62.3885,12979.0,28258.0,3.984,119.82,185.65,1096.6,0.302,1.9324,3.704,36.2104,15.2339,100.02,1.341201717,8.0292,0.3845,101.859,3.119,44.633,3.8001,3.64,51.9749,3.75,1.3638,12.09425,132.9,8.839,0.9776,32.551,6.3552,1.9861,3.6725,0.682640453,1,26.561
15-Apr-15,98.6852,1.316655695,0.376,6.2842,9.970089731,3.088,1.3635,1.2379,614.06,6.134,2550.83,25.911,7.0584,0.945268929,279.81,137.57,62.4026,12976.0,28257.0,3.975,119.6,185.8,1096.8,0.3019,1.9324,3.7225,36.2877,15.3891,100.02,1.331026221,7.9544,0.3845,101.6838,3.123,44.634,3.7875,3.64,50.5033,3.75,1.3635,12.12615,132.8983,8.794,0.9759,32.551,6.3575,1.9796,3.6725,0.678518116,1,26.791
16-Apr-15,98.4046,1.291489087,0.376,6.2842,9.900990099,3.0681,1.3545,1.2206,616.7,6.1305,2534.63,25.662,6.9683,0.933619643,282.4,135.94,62.3685,12838.0,28256.0,3.935,118.99,185.8,1096.0,0.30175,1.9324,3.6575,36.2795,15.2455,99.79,1.317349493,7.8167,0.3845,101.6771,3.122,44.555,3.7746,3.64,49.6749,3.75,1.3545,12.0236,132.9,8.7042,0.9637,32.42,6.3305,1.98,3.6725,0.670825787,1,26.702
17-Apr-15,98.4046,1.283532281,0.376,6.2842,9.900990099,3.0249,1.3491,1.2229,612.3,6.1305,2493.93,25.41,6.8992,0.924727205,279.17,135.18,62.346,12863.0,28256.0,3.929,119.04,185.8,1089.0,0.30175,1.9324,3.637,36.2262,15.3128,99.69,1.305142261,7.7649,0.3845,101.5457,3.124,44.412,3.7277,3.64,50.5295,3.75,1.3491,11.93855,132.9,8.5726,0.9509,32.392,6.3349,1.97345,3.6725,0.665424541,1,26.624
20-Apr-15,98.3874,1.279263144,0.376,6.2842,9.930486594,3.0544,1.345,1.2204,612.73,6.1255,2495.01,25.569,6.9573,0.932574839,280.08,136.54,62.5633,12875.0,28270.0,3.925,118.9,185.8,1085.1,0.30165,1.9324,3.6235,36.1504,15.3973,99.78,1.299883011,7.8728,0.3845,101.644,3.123,44.337,3.7302,3.64,51.5207,3.75,1.345,12.0779,132.9,8.641,0.9594,32.371,6.3294,1.95451,3.6725,0.670376081,1,26.64
21-Apr-15,98.5341,1.299376299,0.376,6.2842,9.940357853,3.0473,1.3507,1.2274,615.42,6.128,2487.07,25.627,6.9729,0.934579439,278.93,137.25,62.92,12942.0,28305.0,3.946,119.4,185.8,1082.7,0.30195,1.9324,3.6435,36.1041,15.3837,100.66,1.30565348,7.8738,0.3845,101.5595,3.129,44.23,3.7275,3.64,53.9728,3.75,1.3507,12.1026,132.8964,8.7187,0.9596,32.423,6.3398,1.96019,3.6725,0.672088178,1,26.745
22-Apr-15,98.4176,1.287664177,0.376,6.2842,9.950248756,3.0473,1.3503,1.225,616.42,6.129,2469.03,25.568,6.9458,0.930838686,278.57,136.01,62.8183,12952.0,28305.0,3.951,119.7,185.8,1083.5,0.30195,1.9324,3.619,36.0268,15.4518,100.57,1.304121022,7.8591,0.3845,101.5875,3.132,44.29,3.7125,3.64,53.6555,3.75,1.3503,12.13165,132.8981,8.6382,0.9535,32.37,6.3432,1.96734,3.6725,0.665026269,1,26.809
23-Apr-15,98.2838,1.290655653,0.376,6.2842,9.99000999,3.0186,1.3464,1.2147,618.02,6.1281,2488.5,25.434,6.9255,0.928332714,281.4,136.01,63.185,12939.0,28338.0,3.951,119.98,185.8,1081.8,0.3021,1.9324,3.6205,36.0151,15.3539,100.52,1.308044474,7.9057,0.3845,101.5798,3.131,44.213,3.7371,3.64,51.6011,3.75,1.3464,12.24085,132.8983,8.7482,0.9644,32.414,6.3472,1.95626,3.6725,0.666444518,1,26.677
24-Apr-15,98.0119,1.285677552,0.376,6.2842,9.930486594,3.0084,1.3405,1.2166,618.12,6.1241,2471.21,25.366,6.8927,0.923872875,276.36,135.85,63.4006,12941.0,28338.0,3.924,119.5,185.8,1083.2,0.3021,1.9324,3.5995,35.9869,15.3834,101.32,1.31821777,7.8298,0.3845,101.6511,3.132,44.268,3.6895,3.64,50.2473,3.75,1.3405,12.159,132.8994,8.6002,0.9546,32.48,6.3422,1.95876,3.6725,0.661594443,1,26.384
27-Apr-15,97.904,1.277628721,0.376,6.2842,9.900990099,2.9745,1.3325,1.2105,614.42,6.122,2461.17,25.343,6.8941,0.924043615,279.05,135.75,63.6115,12922.0,28372.0,3.931,118.94,185.8,1079.0,0.3019,1.9324,3.5645,35.8951,15.3213,101.7,1.31821777,7.7938,0.3845,101.7258,3.132,44.224,3.7115,3.64,51.469,3.75,1.3325,12.159,132.9,8.624,0.9557,32.621,6.3319,1.9483,3.6725,0.660807507,1,26.111
28-Apr-15,97.5804,1.269196599,0.376,6.2842,9.823182711,2.9236,1.3293,1.2021,611.08,6.1209,2419.81,25.14,6.8278,0.915164272,276.37,134.19,63.3305,12978.0,28371.0,3.894,119.1,185.8,1074.5,0.3019,1.9324,3.5575,35.8018,15.2225,101.58,1.309071868,7.6801,0.3845,101.8898,3.126,44.248,3.6751,3.64,52.3041,3.75,1.3293,11.9127,132.897,8.6161,0.9562,32.637,6.3425,1.949,3.6725,0.654065014,1,25.907
29-Apr-15,97.3704,1.251094708,0.376,6.2842,9.765625,2.8943,1.3204,1.1954,606.39,6.1169,2393.42,24.939,6.7823,0.90892565,274.01,133.25,63.2025,12964.0,28370.0,3.872,119.1,185.8,1070.9,0.30175,1.9324,3.559,35.6635,15.2043,101.15,1.293159188,7.6213,0.3845,101.765,3.118,44.259,3.6396,3.64,51.7029,3.75,1.3204,11.83135,132.9,8.5044,0.9549,32.69,6.3512,1.93769,3.6725,0.650702759,1,26.292
30-Apr-15,97.2128,1.252975818,0.376,6.2842,9.746588694,2.9375,1.323,1.2119,606.82,6.1137,2388.06,24.46,6.6546,0.891662951,270.37,131.12,63.578,12937.0,28241.0,3.861,118.51,185.8,1068.1,0.3015,1.9324,3.5705,35.4054,15.2225,101.11,1.313715187,7.4761,0.3845,101.7501,3.124,44.3,3.5987,3.64,51.1388,3.75,1.323,11.8266,132.9,8.3179,0.9357,32.872,6.3461,1.9283,3.6725,0.648256191,1,26.381
1-May-15,97.2128,1.265342275,0.376,6.2842,9.746588694,2.9375,1.323,1.2192,606.82,6.1137,2388.06,24.46,6.6546,0.891662951,270.37,131.12,63.578,12937.0,28241.0,3.858,119.65,185.8,1068.1,0.3015,1.9324,3.5705,35.4054,15.2225,101.11,1.318739285,7.4761,0.3845,101.7501,3.124,44.3,3.5987,3.64,51.1388,3.75,1.323,11.8266,132.9,8.3179,0.9357,32.872,6.3461,1.9283,3.6725,0.654578779,1,26.381
4-May-15,97.4605,1.276324186,0.376,6.2842,9.823182711,2.9936,1.332,1.2111,611.28,6.1165,2393.58,24.535,6.6935,0.896700143,272.53,132.09,63.578,13021.0,28400.0,3.89,119.65,185.8,1069.5,0.3015,1.9324,3.5705,35.0369,15.494,101.48,1.329433661,7.5888,0.3845,101.756,3.135,44.518,3.632,3.64,51.1388,3.75,1.332,12.04225,132.9,8.3869,0.9352,32.872,6.3363,1.9283,3.6725,0.654578779,1,26.479
5-May-15,97.4432,1.2667849,0.376,6.2842,9.813542689,3.0754,1.336,1.204,614.48,6.118,2408.17,24.61,6.7147,0.899523253,271.62,132.36,63.5194,12993.0,28430.0,3.879,119.65,185.8,1069.5,0.3018,1.9324,3.606,35.0344,15.3225,101.48,1.326787847,7.5987,0.3845,101.8008,3.144,44.653,3.6205,3.64,51.7574,3.75,1.336,12.02875,133.0714,8.3908,0.9337,32.872,6.3384,1.91851,3.6725,0.660851176,1,26.404
6-May-15,96.727,1.256755058,0.376,6.2842,9.784735812,3.0626,1.3277,1.2009,611.89,6.1156,2386.72,24.41,6.6472,0.89047195,271.36,131.11,63.6425,13040.0,28429.0,3.867,119.65,185.8,1080.5,0.30165,1.9324,3.568,34.8223,15.2825,101.54,1.336898396,7.4915,0.3845,101.7619,3.143,44.626,3.6116,3.64,49.9816,3.75,1.3277,11.9785,133.1,8.308,0.9238,33.256,6.3455,1.92177,3.6725,0.65681445,1,26.317
7-May-15,97.6674,1.252661907,0.376,6.2842,9.803921569,3.042,1.3285,1.2139,610.61,6.1113,2362.41,24.255,6.6021,0.884564352,270.13,130.44,63.88,13065.0,28428.0,3.865,119.4,185.8,1081.0,0.30145,1.9324,3.5945,34.8201,15.3397,102.71,1.334400854,7.3662,0.3845,101.7552,3.143,44.526,3.583,3.64,50.3615,3.75,1.3285,12.0135,133.3,8.2031,0.908,33.385,6.3499,1.92177,3.6725,0.657073395,1,26.381
8-May-15,97.8503,1.265662574,0.376,6.2842,9.775171065,3.0421,1.3328,1.2088,610.61,6.1147,2369.23,24.255,6.6517,0.891186169,269.96,132.14,64.0493,13177.0,28428.0,3.868,119.85,185.8,1086.6,0.30145,1.9324,3.5945,34.8506,15.1424,102.71,1.346257404,7.4695,0.3845,101.7555,3.147,44.65,3.6095,3.64,50.7511,3.75,1.3328,11.99825,133.3,8.2031,0.9244,33.548,6.3252,1.92177,3.6725,0.648340249,1,26.311
11-May-15,98.1116,1.268230818,0.376,6.2842,9.794319295,2.9966,1.3341,1.2105,605.77,6.1132,2360.58,24.582,6.6979,0.897504936,272.71,132.66,63.8495,13116.0,28500.0,3.872,119.75,185.8,1091.3,0.30195,1.9324,3.6015,34.9587,15.2624,102.3,1.350074254,7.561,0.3845,101.8029,3.15,44.69,3.6489,3.64,50.7511,3.75,1.3341,11.98685,133.3,8.2698,0.9318,33.594,6.3482,1.9196,3.6725,0.645994832,1,26.394
12-May-15,98.0534,1.261511291,0.376,6.2842,9.842519685,3.0175,1.3396,1.1987,606.92,6.1155,2381.53,24.374,6.6403,0.889758875,272.79,131.65,64.202,13203.0,28500.0,3.863,120.2,185.8,1089.9,0.30195,1.9324,3.625,35.0264,15.3211,102.28,1.361099769,7.4691,0.3845,101.8047,3.151,44.609,3.6447,3.64,50.914,3.75,1.3396,12.1212,133.4412,8.2656,0.9235,33.792,6.3546,1.9308,3.6725,0.638080653,1,26.461
13-May-15,98.0621,1.255177608,0.376,6.2842,9.727626459,3.0389,1.3351,1.1951,607.31,6.1123,2386.77,24.465,6.6509,0.891186169,272.03,131.93,64.1895,13188.0,28499.0,3.855,119.76,185.8,1096.2,0.30155,1.9324,3.6045,35.0385,15.2213,102.28,1.357404642,7.4476,0.3845,101.8047,3.151,44.796,3.63,3.64,49.5366,3.75,1.3351,11.93795,133.5,8.2855,0.9279,33.689,6.3612,1.9204,3.6725,0.637673766,1,26.457
14-May-15,97.8912,1.231223836,0.376,6.2842,9.727626459,3.0103,1.3209,1.1992,600.5,6.1093,2377.87,24.038,6.6509,0.875733427,269.99,131.93,63.838,13188.0,28498.0,3.819,119.0,185.8,1094.9,0.3011,1.9324,3.5725,34.9346,15.1235,102.46,1.324678765,7.4476,0.3845,101.8187,3.148,44.761,3.5921,3.64,50.0774,3.75,1.3209,11.81365,133.4,8.2855,0.9086,33.427,6.3584,1.9185,3.6725,0.633031588,1,26.56
15-May-15,98.1288,1.24331717,0.376,6.2842,9.718172983,3.0032,1.321,1.201,598.4,6.1085,2389.49,24.185,6.6509,0.882768362,269.86,130.62,63.5788,13090.0,28498.0,3.825,119.38,185.8,1093.6,0.3011,1.9324,3.5665,34.7851,15.0225,102.14,1.338150676,7.3927,0.3845,101.9201,3.145,44.569,3.5719,3.64,50.0115,3.75,1.321,11.83595,133.4,8.2394,0.9201,33.569,6.3342,1.912,3.6725,0.636010939,1,26.525
18-May-15,98.1024,1.247660636,0.376,6.2842,9.718172983,2.9894,1.3222,1.201,597.1,6.1079,2389.49,24.059,6.5537,0.878040214,268.89,129.5,63.5543,13116.0,28532.0,3.819,119.64,185.8,1089.2,0.30095,1.9324,3.572,34.6822,15.12,101.62,1.347345729,7.3593,0.3845,101.9875,3.149,44.512,3.555,3.64,49.2175,3.75,1.3222,11.87115,133.3125,8.2264,0.9175,33.46,6.3418,1.90757,3.6725,0.637592451,1,26.525
19-May-15,98.7666,1.24984377,0.376,6.2842,9.784735812,3.0145,1.328,1.2211,599.06,6.1098,2417.01,24.471,6.6717,0.894454383,273.43,132.2,63.6868,13183.0,28572.0,3.852,119.95,185.8,1085.5,0.30145,1.9324,3.585,34.6028,15.2008,101.76,1.357404642,7.4727,0.3845,101.9334,3.151,44.455,3.6152,3.64,49.1777,3.75,1.328,11.8647,133.3,8.2992,0.9305,33.391,6.3546,1.9148,3.6725,0.644329897,1,26.615
20-May-15,98.925,1.263423879,0.376,6.2842,9.756097561,3.0284,1.3361,1.2212,603.09,6.1125,2475.45,24.577,6.7097,0.899442346,276.3,133.32,63.8655,13169.0,28610.0,3.874,120.87,185.8,1090.9,0.30205,1.9324,3.609,34.6373,15.212,101.78,1.358142062,7.5531,0.3845,101.8974,3.156,44.527,3.6538,3.64,49.7919,3.75,1.3361,11.86895,133.4994,8.3882,0.9393,33.576,6.331,1.93761,3.6725,0.644288383,1,26.641
21-May-15,98.9118,1.265662574,0.376,6.2842,9.737098345,3.0347,1.3357,1.2201,603.09,6.1139,2503.37,24.57,6.6987,0.898230486,274.75,132.61,63.7,13150.0,28650.0,3.86,121.05,185.8,1095.2,0.30205,1.9324,3.606,34.8642,15.2326,102.05,1.366867141,7.5748,0.3845,101.9392,3.149,44.611,3.6605,3.64,49.9204,3.75,1.3357,11.7703,133.7,8.3397,0.9322,33.479,6.3504,1.94569,3.6725,0.637429883,1,26.734
22-May-15,98.6699,1.262148176,0.376,6.2842,9.765625,3.0295,1.3321,1.2288,605.41,6.1131,2489.39,24.543,6.6792,0.895736295,274.95,132.27,63.5728,13136.0,28650.0,3.873,121.04,185.8,1094.4,0.30205,1.9324,3.5875,35.0343,15.2918,101.86,1.355380862,7.5363,0.3845,101.9223,3.149,44.51,3.669,3.64,49.7901,3.75,1.3321,11.7934,133.7,8.2787,0.9304,33.39,6.3422,1.93472,3.6725,0.639181847,1,26.734
26-May-15,99.7257,1.277139208,0.376,6.2842,9.881422925,3.1212,1.3448,1.243,609.87,6.1172,2500.22,25.072,6.8231,0.915248032,283.25,135.14,63.845,13192.0,28780.0,3.875,121.74,185.8,1090.8,0.30265,1.9324,3.618,35.259,15.3235,101.75,1.368176221,7.6593,0.3845,101.9848,3.153,44.621,3.7898,3.64,50.3223,3.75,1.3448,12.0316,133.7,8.4582,0.9483,33.676,6.338,1.96073,3.6725,0.648760867,1,26.908
27-May-15,99.8841,1.289324394,0.376,6.2842,9.940357853,3.1351,1.3505,1.2485,612.62,6.1198,2542.53,25.226,6.8641,0.920556016,283.05,135.86,63.9475,13229.0,28830.0,3.875,122.99,185.8,1098.4,0.303,1.9324,3.6385,35.3938,15.3581,102.29,1.381597126,7.7561,0.3845,101.9853,3.154,44.69,3.7906,3.64,51.0178,3.75,1.3505,12.1383,133.9,8.4567,0.9502,33.784,6.3419,1.97113,3.6725,0.64998375,1,26.963
28-May-15,99.7653,1.297858533,0.376,6.2842,9.940357853,3.174,1.3508,1.2477,616.14,6.1202,2548.13,25.203,6.8464,0.917767988,282.54,134.92,63.901,13205.0,28829.0,3.88,123.7,185.8,1107.0,0.303,1.9324,3.65,35.4196,15.3737,102.25,1.38121547,7.7928,0.3845,101.9801,3.156,44.725,3.7858,3.64,52.2907,3.75,1.3508,12.122,133.9,8.4917,0.9464,33.797,6.3511,1.97576,3.6725,0.653936699,1,26.866
29-May-15,99.4794,1.304971943,0.376,6.2842,9.910802775,3.1748,1.3476,1.2465,617.45,6.1196,2549.97,24.978,6.8001,0.911577028,282.35,134.48,63.7615,13211.0,28829.0,3.876,123.75,185.95,1108.0,0.303,1.9324,3.6515,35.3632,15.3815,102.08,1.398992725,7.7812,0.3845,101.98,3.155,44.65,3.7671,3.64,52.9716,3.75,1.3476,12.181,133.9,8.4785,0.9417,33.718,6.3374,1.96097,3.6725,0.655823715,1,26.776
