Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
15-Mar-16,110.2252,1.335291761,0.376,6.2842,11.29943503,3.6232,1.3775,1.3359,684.74,6.5092,3175.95,24.347,6.7132,0.900171032,279.5,126.85,67.229,13087.0,30227.0,3.891,113.87,343.23,1186.5,0.30095,1.9324,4.1175,35.6326,17.926,107.26,1.501952538,8.5336,0.3845,104.7092,3.343,46.506,3.8649,3.64,70.5408,3.75,1.3775,15.8443,143.9,8.3461,0.9871,35.109,6.561,2.0208,3.6725,0.706214689,1,32.344
16-Mar-16,110.5803,1.341741581,0.376,6.2842,11.4416476,3.711,1.3805,1.3362,685.98,6.5213,3175.88,24.45,6.7394,0.903832249,280.48,126.7,67.368,13169.0,30235.0,3.901,113.45,346.61,1189.2,0.30115,1.9324,4.1355,35.6113,17.9308,107.74,1.514004542,8.5882,0.3845,104.6693,3.373,46.732,3.8749,3.64,71.0256,3.75,1.3805,15.8443,143.898,8.3413,0.9882,35.047,6.5683,2.0239,3.6725,0.709370788,1,32.35
17-Mar-16,109.9263,1.317349493,0.376,6.2842,11.09877913,3.8073,1.3652,1.2984,688.11,6.4958,3175.88,23.908,6.5912,0.884095129,275.05,124.42,66.8806,13166.0,30240.0,3.853,112.71,346.05,1192.7,0.3009,1.9324,4.083,35.6167,17.4034,107.59,1.477104874,8.3784,0.3845,104.6737,3.345,46.828,3.8037,3.64,68.5598,3.75,1.3652,15.3777,143.9,8.1695,0.9687,34.826,6.5561,2.0234,3.6725,0.696233377,1,32.246
18-Mar-16,110.1279,1.308044474,0.376,6.2842,11.03752759,3.6439,1.3545,1.2982,672.06,6.4699,3175.88,23.966,6.6089,0.886603422,275.72,124.83,66.6088,13048.0,30240.0,3.857,111.3,345.73,1174.5,0.3009,1.9324,4.0575,35.4818,17.2995,106.76,1.461774594,8.3439,0.3845,104.6972,3.345,46.443,3.8037,3.64,68.4026,3.75,1.3545,15.27685,143.9,8.209,0.9678,34.852,6.5873,2.0018,3.6725,0.691180536,1,32.246
21-Mar-16,109.9518,1.318565401,0.376,6.2842,11.07419712,3.614,1.3598,1.3069,671.97,6.486,3065.79,23.98,6.6138,0.887232721,275.5,124.96,66.504,13160.0,30240.0,3.855,111.3,345.73,1161.3,0.30075,1.9324,4.071,35.4038,17.2995,106.41,1.476668636,8.378,0.3845,104.7383,3.388,46.27,3.7838,3.64,68.8086,3.75,1.3598,15.27685,143.9,8.2374,0.9692,34.92,6.5723,2.00514,3.6725,0.694782186,1,32.181
22-Mar-16,110.0216,1.317523057,0.376,6.2842,11.0864745,3.6223,1.3617,1.3051,677.52,6.4882,3065.79,24.117,6.6483,0.891901534,277.48,125.37,66.5411,13175.0,30240.0,3.851,111.95,345.73,1165.3,0.30105,1.9324,4.0435,35.2812,17.3361,106.35,1.478633742,8.4258,0.3845,104.7618,3.412,46.493,3.8005,3.64,67.7764,3.75,1.3617,15.2851,143.9,8.2681,0.9704,34.92,6.5973,2.00796,3.6725,0.699643182,1,32.093
23-Mar-16,110.0367,1.313197636,0.376,6.2842,11.11111111,3.6067,1.3616,1.3203,677.42,6.4959,3065.79,24.201,6.6728,0.895175007,279.63,125.73,66.864,13167.0,30240.0,3.842,112.39,345.73,1165.3,0.3016,1.9324,3.982,35.2704,17.5273,106.72,1.477978126,8.4364,0.3845,104.7618,3.392,46.256,3.801,3.64,67.6409,3.75,1.3616,15.2599,143.93,8.2535,0.9738,35.029,6.5965,2.0183,3.6725,0.705467372,1,32.085
24-Mar-16,110.0109,1.334757074,0.376,6.2842,11.16071429,3.6525,1.3693,1.3269,677.16,6.5118,3065.79,24.267,6.6728,0.896539358,281.03,125.73,66.864,13250.0,30247.0,3.842,112.83,346.97,1158.8,0.30195,1.9324,4.027,35.2421,17.5273,106.84,1.49231458,8.4364,0.3845,104.7636,3.392,46.256,3.824,3.64,68.9328,3.75,1.3693,15.49115,143.9035,8.2883,0.9758,35.299,6.5953,2.01944,3.6725,0.708114998,1,32.085
25-Mar-16,109.89,1.334757074,0.376,6.2842,11.16071429,3.6942,1.3693,1.3269,677.16,6.5164,3065.79,24.267,6.6728,0.896539358,280.7,125.73,66.864,13250.0,30247.0,3.842,113.0,343.83,1167.1,0.30195,1.9324,4.047,35.395,17.5273,106.62,1.49231458,8.4364,0.3845,104.7575,3.392,46.256,3.8174,3.64,68.4346,3.75,1.3693,15.49115,143.9035,8.2883,0.977,35.319,6.5953,2.02857,3.6725,0.708114998,1,32.085
28-Mar-16,109.5625,1.334757074,0.376,6.2842,11.16071429,3.6942,1.3722,1.3184,682.36,6.5127,3058.8,24.267,6.6728,0.896539358,280.7,125.73,66.668,13323.0,30255.0,3.837,113.5,340.15,1169.4,0.30215,1.9324,4.0375,35.443,17.461,106.62,1.49231458,8.4364,0.3845,104.7614,3.392,46.319,3.8174,3.64,67.7807,3.75,1.3722,15.49115,143.895,8.2883,0.9768,35.356,6.5953,2.03448,3.6725,0.708114998,1,32.085
29-Mar-16,109.4894,1.323977228,0.376,6.2842,11.14827202,3.6401,1.3694,1.3154,680.84,6.511,3047.85,24.183,6.6597,0.893335716,280.57,125.49,66.558,13363.0,30254.0,3.826,113.61,341.51,1169.6,0.30215,1.9324,4.0025,35.4865,17.4015,106.55,1.484780995,8.4723,0.3845,104.763,3.381,46.454,3.8037,3.64,68.7549,3.75,1.3694,15.4466,143.9,8.294,0.9742,35.375,6.6023,2.03293,3.6725,0.701114772,1,32.026
30-Mar-16,108.673,1.312680494,0.376,6.2842,10.92896175,3.6681,1.3563,1.2962,683.16,6.475,3052.33,23.896,6.5817,0.883080184,276.99,124.21,66.4105,13359.0,30260.0,3.788,112.6,343.06,1163.0,0.30185,1.9324,3.959,35.4504,17.2509,106.38,1.457088737,8.3274,0.3845,104.7605,3.358,46.329,3.7495,3.64,67.6076,3.75,1.3563,14.9355,143.89,8.1649,0.9635,35.266,6.5886,2.03291,3.6725,0.694107031,1,31.846
31-Mar-16,108.4686,1.305994515,0.376,6.2842,10.84598698,3.611,1.3511,1.2971,675.1,6.4673,3022.35,23.757,6.5448,0.878348704,276.62,123.53,66.3329,13276.0,30260.0,3.766,112.63,343.62,1153.5,0.30185,1.9324,3.922,35.3896,17.237,106.17,1.446549978,8.2692,0.3845,104.7555,3.323,46.108,3.759,3.64,67.8552,3.75,1.3511,14.7321,143.9,8.1472,0.962,35.23,6.5886,2.01947,3.6725,0.694299799,1,31.718
1-Apr-16,108.1956,1.30701869,0.376,9.975,10.90512541,3.5583,1.3512,1.3047,669.8,6.4644,3000.63,23.64,6.5171,0.874737579,275.03,122.94,66.3329,13200.0,30260.0,3.786,112.2,342.49,1144.5,0.30185,1.9324,3.901,35.24,17.3338,105.99,1.442793248,8.2576,0.3845,104.755,3.338,45.989,3.7193,3.64,67.141,3.75,1.3512,14.7533,143.9,8.126,0.9591,35.141,6.5661,2.01876,3.6725,0.699986,1,31.825
4-Apr-16,108.1859,1.309243257,0.376,9.975,10.82251082,3.5793,1.351,1.3036,671.24,6.4644,3038.48,23.766,6.543,0.878734622,274.98,123.32,66.243,13145.0,30269.0,3.784,111.5,344.0,1148.9,0.30165,1.9324,3.88,35.1803,17.4484,106.02,1.450747135,8.2917,0.3845,104.733,3.349,46.065,3.7254,3.64,68.6753,3.75,1.351,14.67765,143.9,8.1284,0.9608,35.163,6.5774,1.99329,3.6725,0.702740689,1,31.383
5-Apr-16,108.3265,1.315443304,0.376,9.975,10.95290252,3.5865,1.3558,1.317,669.55,6.4727,3066.94,23.774,6.5471,0.879739597,275.27,123.32,66.3248,13217.0,30269.0,3.802,110.85,345.52,1147.8,0.30155,1.9324,3.9205,35.1327,17.7252,105.87,1.467566774,8.3571,0.3845,104.702,3.358,46.017,3.7337,3.64,68.8901,3.75,1.3558,14.9844,143.9,8.1453,0.9584,35.344,6.5796,2.00764,3.6725,0.703977473,1,31.217
6-Apr-16,108.1055,1.32310135,0.376,9.975,11.04972376,3.6575,1.3554,1.3077,674.93,6.4774,3085.82,23.834,6.5642,0.882145378,275.29,123.99,66.5807,13223.0,30275.0,3.819,110.4,344.54,1155.0,0.30155,1.9324,3.914,35.1233,17.7286,106.3,1.468644441,8.3592,0.3845,104.7211,3.374,46.222,3.751,3.64,68.5215,3.75,1.3554,15.21705,143.9,8.1469,0.9601,35.344,6.5447,2.01136,3.6725,0.710681544,1,31.34
7-Apr-16,108.2605,1.312163758,0.376,9.975,11.01321586,3.6743,1.3506,1.3163,676.62,6.4706,3081.39,23.775,6.5485,0.879971841,273.86,123.93,66.4698,13197.0,30274.0,3.795,109.27,341.19,1155.9,0.3014,1.9324,3.905,35.0949,17.893,106.64,1.46713615,8.3198,0.3845,104.703,3.402,46.257,3.7414,3.64,67.796,3.75,1.3506,15.16845,143.9,8.1382,0.9566,35.192,6.5701,2.0102,3.6725,0.710378632,1,31.146
8-Apr-16,108.1878,1.327140013,0.376,9.975,10.95290252,3.6915,1.351,1.2995,680.79,6.478,3109.6,23.771,6.5492,0.880049283,274.63,123.74,66.4698,13169.0,30274.0,3.786,108.74,340.31,1154.5,0.3014,1.9324,3.935,35.0949,17.7391,106.44,1.472970982,8.2886,0.3845,104.7207,3.402,46.125,3.7701,3.64,67.4662,3.75,1.351,15.03055,143.9,8.1634,0.958,35.169,6.5764,2.0102,3.6725,0.710782572,1,31.146
11-Apr-16,107.9764,1.322926313,0.376,9.975,10.81081081,3.6379,1.3465,1.2913,682.45,6.471,3076.29,23.724,6.5342,0.877963126,273.95,123.48,66.3925,13134.0,30277.0,3.782,108.1,336.87,1156.5,0.30125,1.9324,3.8807,35.1059,17.6452,106.36,1.469939732,8.2361,0.3845,104.7494,3.402,46.192,3.7587,3.64,67.125,3.75,1.3465,14.71525,143.9,8.1374,0.9563,35.064,6.5766,2.0205,3.6725,0.702493853,1,31.146
12-Apr-16,108.5422,1.31147541,0.376,9.975,10.82251082,3.5278,1.3455,1.2799,682.16,6.4647,3057.96,23.717,6.5316,0.877500878,272.82,123.24,66.495,13123.0,30281.0,3.765,108.08,335.64,1149.2,0.30125,1.9324,3.892,35.0885,17.5719,106.22,1.456027956,8.2059,0.3845,104.7495,3.402,46.115,3.749,3.64,66.3456,3.75,1.3455,14.7029,143.9,8.0841,0.953,35.042,6.5847,2.0006,3.6725,0.69847035,1,31.146
13-Apr-16,108.8193,1.303101381,0.376,9.975,10.81081081,3.54,1.3454,1.2792,674.58,6.4666,3036.57,23.923,6.5878,0.885112409,274.49,124.21,66.4293,13096.0,30285.0,3.773,108.65,333.76,1149.2,0.3014,1.9324,3.865,35.0253,17.49,106.4,1.442169022,8.2415,0.3845,104.7407,3.402,46.071,3.7771,3.64,65.7662,3.75,1.3454,14.7114,143.9,8.0928,0.9627,35.042,6.5843,1.99822,3.6725,0.701852892,1,31.146
14-Apr-16,108.8833,1.306165099,0.376,9.975,10.77586207,3.5423,1.3627,1.2836,670.8,6.4869,3006.35,24.018,6.6135,0.888730892,276.15,124.55,66.4293,13238.0,30290.0,3.789,109.4,334.7,1144.7,0.3018,1.9324,3.9035,35.0538,17.49,106.5,1.460493647,8.2332,0.3845,104.7054,3.402,45.983,3.8174,3.64,66.4954,3.75,1.3627,14.54255,143.9,8.1796,0.9655,35.042,6.5971,2.01046,3.6725,0.707213579,1,31.146
15-Apr-16,108.9571,1.296848658,0.376,9.975,10.81081081,3.512,1.3617,1.2858,668.38,6.4838,3000.78,23.948,6.5946,0.886210564,276.36,124.16,66.4293,13166.0,30290.0,3.785,109.73,334.41,1153.4,0.3018,1.9324,3.9055,35.0614,17.5669,106.63,1.452643812,8.2457,0.3845,104.716,3.402,46.256,3.8176,3.64,66.0452,3.75,1.3617,14.58335,143.9,8.1513,0.9679,35.042,6.5852,2.01778,3.6725,0.704820975,1,31.847
18-Apr-16,108.9335,1.304461258,0.376,9.975,10.79913607,3.527,1.3568,1.2815,666.6,6.4789,2999.38,23.889,6.5821,0.884486114,274.82,123.97,66.6663,13204.0,30293.0,3.773,108.02,340.23,1150.7,0.30165,1.9324,3.934,35.1051,17.4598,106.63,1.448225923,8.2545,0.3845,104.7433,3.276,46.134,3.801,3.64,68.2724,3.75,1.3568,14.58335,143.9,8.1289,0.9655,35.075,6.605,2.0068,3.6725,0.704523038,1,31.847
19-Apr-16,108.7715,1.284026708,0.376,9.975,10.66098081,3.5898,1.3483,1.2656,666.0,6.4723,2995.86,23.821,6.5611,0.881600987,273.85,123.69,66.6663,13150.0,30293.0,3.763,109.07,337.99,1151.1,0.30155,1.9324,3.8955,35.2018,17.2825,106.55,1.431844215,8.1617,0.3845,104.7939,3.249,46.174,3.7925,3.64,65.6474,3.75,1.3483,14.2818,143.9,8.1,0.9638,34.936,6.6076,2.0114,3.6725,0.695894224,1,31.826
20-Apr-16,109.0576,1.286504567,0.376,9.975,10.66098081,3.5532,1.3415,1.2627,657.9,6.4672,2912.2,23.743,6.541,0.878811846,272.59,123.55,66.2406,13133.0,30296.0,3.758,109.19,337.14,1140.5,0.3014,1.9324,3.874,35.1947,17.3078,106.49,1.425110446,8.1146,0.3845,104.774,3.248,46.099,3.7842,3.64,66.0364,3.75,1.3415,14.216,143.9,8.0826,0.9611,34.889,6.6144,1.9988,3.6725,0.695603784,1,31.689
21-Apr-16,109.3147,1.280081925,0.376,9.975,10.63829787,3.5497,1.3446,1.271,660.38,6.4763,2899.92,23.798,6.5531,0.880669309,274.28,123.55,66.293,13182.0,30296.0,3.764,109.7,332.51,1132.3,0.3017,1.9324,3.881,35.1236,17.4202,105.88,1.435750179,8.1035,0.3845,104.7587,3.253,46.133,3.7981,3.64,65.0254,3.75,1.3446,14.216,143.9,8.1006,0.9715,35.037,6.6297,2.0076,3.6725,0.695603784,1,31.843
22-Apr-16,109.4221,1.288327751,0.376,9.975,10.72961373,3.5497,1.3485,1.2674,660.34,6.4926,2928.7,24.014,6.5531,0.887862914,275.17,124.88,66.4925,13169.0,30296.0,3.764,109.4,334.59,1134.9,0.3017,1.9324,3.9035,35.0898,17.4359,106.11,1.442585113,8.2077,0.3845,104.773,3.267,46.384,3.8399,3.64,66.2198,3.75,1.3485,14.3633,143.9,8.1472,0.9768,35.051,6.637,2.015,3.6725,0.695555401,1,31.792
25-Apr-16,109.471,1.288327751,0.376,9.975,10.76426265,3.5823,1.3538,1.268,666.8,6.5013,2939.7,24.014,6.6067,0.887784091,276.01,124.77,66.6839,13235.0,30304.0,3.774,111.34,333.81,1141.1,0.30195,1.9324,3.9135,35.0874,17.5866,106.38,1.442585113,8.2329,0.3845,104.7929,3.277,46.578,3.8962,3.64,66.6295,3.75,1.3538,14.4875,143.9024,8.1411,0.9752,35.142,6.6238,2.0218,3.6725,0.691850007,1,31.823
26-Apr-16,109.2497,1.297016861,0.376,9.975,10.72961373,3.5466,1.3542,1.2614,668.36,6.4925,2962.08,23.946,6.5932,0.885975016,276.44,124.47,66.733,13215.0,30309.0,3.763,110.97,333.26,1149.7,0.30185,1.9324,3.937,35.0912,17.4298,106.74,1.453699666,8.1756,0.3845,104.8414,3.281,46.777,3.8935,3.64,66.4559,3.75,1.3542,14.4875,143.9,8.1388,0.9751,35.176,6.6421,2.022,3.6725,0.686577412,1,31.919
27-Apr-16,109.2733,1.310959622,0.376,9.975,10.72961373,3.5294,1.3505,1.2635,668.49,6.4908,2945.37,23.916,6.5848,0.884720871,275.58,123.87,66.546,13173.0,30309.0,3.768,111.18,331.08,1149.7,0.30175,1.9324,3.9315,35.0947,17.3993,106.4,1.453699666,8.1406,0.3845,104.8405,3.287,46.844,3.8793,3.64,65.1618,3.75,1.3505,14.4875,143.9,8.1054,0.9726,35.15,6.6423,2.0146,3.6725,0.684556407,1,31.977
28-Apr-16,109.2944,1.313197636,0.376,9.975,10.70663812,3.5289,1.3489,1.2544,668.49,6.4821,2943.23,23.811,6.5533,0.880436697,273.93,123.56,66.4045,13204.0,30310.0,3.761,111.74,330.41,1145.9,0.30145,1.9324,3.917,35.0784,17.2125,106.26,1.448225923,8.1405,0.3845,104.8287,3.277,46.787,3.8695,3.64,65.1133,3.75,1.3489,14.38425,143.9,8.0515,0.9671,35.099,6.6469,2.0158,3.6725,0.687190764,1,31.821
29-Apr-16,109.1286,1.306335728,0.376,9.975,10.63829787,3.4986,1.3445,1.2549,663.4,6.4846,2885.72,23.714,6.5281,0.876962203,274.05,122.89,66.5176,13204.0,30310.0,3.761,111.74,330.41,1143.9,0.30145,1.9324,3.9045,34.9859,17.1767,106.33,1.431639227,8.0812,0.3845,104.8254,3.271,46.773,3.8738,3.64,65.1133,3.75,1.3445,14.16795,143.9,8.0393,0.9623,34.94,6.6285,2.0142,3.6725,0.684275352,1,31.518
2-May-16,108.9059,1.314578678,0.376,9.975,10.60445387,3.4502,1.3445,1.2548,659.34,6.4846,2851.14,23.534,6.4747,0.87009484,271.41,121.88,66.3435,13192.0,30319.0,3.746,106.4,327.66,1138.1,0.30075,1.9324,3.9045,34.9492,17.2279,106.13,1.426940639,8.0336,0.3845,104.7726,3.288,46.887,3.8195,3.64,64.3334,3.75,1.3445,14.16795,143.9,8.0197,0.9586,34.94,6.6298,2.00731,3.6725,0.684275352,1,31.4
3-May-16,108.798,1.320829481,0.376,9.975,10.68376068,3.4985,1.3405,1.2686,660.88,6.4727,2833.78,23.383,6.4331,0.864378944,268.52,120.98,66.2698,13162.0,30321.0,3.747,106.4,329.21,1140.8,0.3005,1.9324,3.9225,34.9077,17.5234,106.23,1.419043565,8.0465,0.3845,104.8079,3.322,46.999,3.8195,3.64,64.3334,3.75,1.3405,14.499,143.9,7.9202,0.9475,34.858,6.6298,1.99129,3.6725,0.681570338,1,31.658
4-May-16,109.0781,1.333155579,0.376,9.975,10.83423619,3.5544,1.3543,1.2884,660.88,6.4957,2895.51,23.457,6.4671,0.86918731,272.28,122.01,66.5388,13246.0,30327.0,3.777,106.4,332.51,1137.1,0.3008,1.9324,3.9765,35.0459,17.5234,106.16,1.450957632,8.1191,0.3845,104.8079,3.322,46.956,3.83,3.64,66.1718,3.75,1.3543,14.7943,145.73,8.0471,0.9565,35.107,6.6219,1.98838,3.6725,0.690607735,1,31.658
5-May-16,109.3431,1.333333333,0.376,9.975,10.83423619,3.5391,1.3563,1.2853,670.36,6.5043,2942.16,23.628,6.4671,0.87420229,273.34,122.01,66.5105,13246.0,30327.0,3.781,106.4,335.71,1137.1,0.3008,1.9324,4.003,35.063,17.5234,106.56,1.45137881,8.1191,0.3845,104.6815,3.319,47.062,3.8475,3.64,65.8918,3.75,1.3563,14.79,145.73,8.0471,0.9643,35.107,6.6307,1.99932,3.6725,0.69151511,1,31.627
6-May-16,109.2596,1.352447931,0.376,9.975,10.92896175,3.529,1.3602,1.2921,667.43,6.5042,2952.37,23.654,6.4671,0.875120329,273.98,122.47,66.583,13246.0,30327.0,3.788,107.36,334.6,1137.1,0.3008,1.9324,4.0095,35.0488,17.9204,106.4,1.458576429,8.1835,0.3845,104.704,3.313,47.205,3.8732,3.64,66.1928,3.75,1.3602,14.89095,145.73,8.1073,0.9687,35.107,6.6293,2.00884,3.6725,0.689417442,1,31.544
9-May-16,109.4118,1.356668023,0.376,9.975,10.98901099,3.5356,1.3629,1.2994,666.89,6.5077,2969.62,23.717,6.5286,0.877577885,276.02,122.84,66.4379,13284.0,30341.0,3.779,107.55,334.6,1153.5,0.3011,1.9324,4.0005,35.0321,18.1033,106.48,1.460280374,8.1904,0.3845,104.7229,3.336,47.205,3.873,3.64,66.1928,3.75,1.3629,15.1219,145.7617,8.1432,0.9695,35.124,6.6521,2.01226,3.6725,0.692328995,1,31.64
10-May-16,109.4805,1.364628821,0.376,9.975,11.00110011,3.538,1.3711,1.2959,670.97,6.5175,2969.62,23.762,6.5403,0.879120879,276.93,122.85,66.7224,13333.0,30350.0,3.784,108.45,334.6,1164.7,0.3014,1.9324,4.059,35.0415,18.0205,106.29,1.482579689,8.2215,0.3845,104.7324,3.331,47.247,3.8853,3.64,66.3277,3.75,1.3711,15.22905,145.715,8.1429,0.9739,35.242,6.6306,2.01812,3.6725,0.693337031,1,31.481
11-May-16,109.3529,1.358142062,0.376,9.975,10.95290252,3.4766,1.3707,1.2836,677.2,6.5136,2979.54,23.681,6.522,0.876501008,276.62,122.84,66.6958,13271.0,30349.0,3.772,108.83,334.6,1174.0,0.3014,1.9324,4.0545,35.0448,17.9549,106.63,1.469075951,8.1931,0.3845,104.6804,3.327,46.92,3.8855,3.64,66.2428,3.75,1.3707,15.11845,145.7327,8.1426,0.9742,35.23,6.6502,2.01961,3.6725,0.693288963,1,31.351
12-May-16,109.451,1.363326517,0.376,9.975,10.91703057,3.4639,1.3673,1.2858,678.5,6.51,2956.82,23.729,6.5332,0.878040214,276.43,122.88,66.5977,13299.0,30353.0,3.772,108.38,333.23,1168.1,0.30125,1.9324,4.0265,35.0567,17.9915,106.68,1.465845793,8.1061,0.3845,104.7091,3.327,46.638,3.8811,3.64,64.9607,3.75,1.3673,14.9992,145.75,8.1545,0.9707,35.256,6.6561,2.02116,3.6725,0.692328995,1,31.394
13-May-16,109.6866,1.369863014,0.376,9.975,11.00110011,3.4871,1.3747,1.294,682.55,6.5192,2934.88,23.81,6.556,0.881212548,277.94,123.27,66.7609,13311.0,30353.0,3.77,108.8,329.79,1164.1,0.30125,1.9324,4.0275,35.0309,18.1562,106.57,1.470372004,8.1669,0.3845,104.6928,3.333,46.584,3.8775,3.64,64.9306,3.75,1.3747,15.1579,145.75,8.222,0.9724,35.39,6.6614,2.03166,3.6725,0.693866223,1,31.57
16-May-16,109.6768,1.373815084,0.376,9.975,11.17318436,3.5035,1.3716,1.2887,689.34,6.5235,2983.82,23.859,6.556,0.883080184,277.94,123.27,66.8216,13328.0,30364.0,3.812,108.8,327.88,1169.4,0.30155,1.9324,4.0355,35.0803,18.1795,106.83,1.481700993,8.1669,0.3845,104.7423,3.327,46.672,3.8625,3.64,64.8895,3.75,1.3716,15.7235,145.74,8.2325,0.9765,35.403,6.6393,2.04927,3.6725,0.696815553,1,31.57
17-May-16,109.7552,1.360914535,0.376,9.975,11.16071429,3.5029,1.3668,1.2885,692.52,6.5201,3007.74,23.873,6.5724,0.88354833,277.98,123.53,66.7233,13278.0,30367.0,3.818,109.02,328.07,1178.6,0.30155,1.9324,4.014,35.1191,18.3217,106.82,1.469075951,8.1669,0.3845,104.759,3.316,46.519,3.8508,3.64,64.5138,3.75,1.3668,15.65915,145.74,8.2364,0.9786,35.369,6.6312,2.0592,3.6725,0.690846287,1,31.539
18-May-16,109.9962,1.373815084,0.376,9.975,11.26126126,3.5031,1.3743,1.2928,692.77,6.5326,3020.89,23.955,6.5939,0.886603422,280.21,123.95,66.9131,13319.0,30370.0,3.835,109.54,329.89,1173.3,0.30165,1.9324,4.035,35.1314,18.3761,106.83,1.473405039,8.2263,0.3845,104.7575,3.318,46.385,3.9005,3.64,65.0641,3.75,1.3743,15.86295,145.725,8.2887,0.9836,35.601,6.6276,2.05935,3.6725,0.69051236,1,31.465
19-May-16,110.3793,1.390240512,0.376,9.975,11.27395716,3.5362,1.3804,1.3116,691.32,6.5411,3031.48,24.133,6.6416,0.893096365,281.58,124.7,67.2307,13467.0,30372.0,3.858,110.07,334.89,1180.9,0.3019,1.9324,4.08,35.1848,18.5465,107.11,1.483679525,8.3588,0.3845,104.7783,3.336,46.596,3.9161,3.64,66.211,3.75,1.3804,15.8694,145.75,8.3509,0.9894,35.707,6.627,2.06205,3.6725,0.683246789,1,31.602
20-May-16,110.2566,1.381406272,0.376,9.975,11.21076233,3.5997,1.3799,1.3136,696.96,6.5443,3056.06,24.083,6.6289,0.89134504,282.08,124.63,67.4076,13573.0,30372.0,3.871,110.0,335.01,1190.8,0.3019,1.9324,4.0795,35.2206,18.3826,107.74,1.477759716,8.3212,0.3845,104.8204,3.333,46.855,3.9358,3.64,66.3775,3.75,1.3799,15.73825,145.75,8.3331,0.9912,35.707,6.6377,2.07048,3.6725,0.685918101,1,31.306
23-May-16,110.3499,1.380834024,0.376,9.975,11.21076233,3.5413,1.378,1.3136,692.19,6.5502,3047.99,24.106,6.6314,0.891662951,282.02,124.69,67.3492,13607.0,30398.0,3.879,109.8,336.37,1188.4,0.3019,1.9324,4.068,35.2948,18.4444,107.91,1.474926254,8.3511,0.3845,104.8604,3.342,46.772,3.9513,3.64,67.0475,3.75,1.378,15.73825,145.75,8.3152,0.9904,35.62,6.6454,2.07298,3.6725,0.691132767,1,31.282
24-May-16,110.4777,1.390627173,0.376,9.975,11.18568233,3.5654,1.3822,1.3118,693.89,6.5544,3058.25,24.192,6.6588,0.895415473,283.14,124.74,67.706,13606.0,30420.0,3.865,109.28,336.48,1183.1,0.3019,1.9324,4.1185,35.301,18.4694,107.84,1.486325803,8.3592,0.3845,104.8273,3.336,46.792,3.9789,3.64,67.0493,3.75,1.3822,15.63435,145.75,8.3581,0.9916,35.754,6.6553,2.0738,3.6725,0.684837693,1,31.178
25-May-16,110.4973,1.387539892,0.376,9.975,11.19820829,3.5485,1.3796,1.309,692.87,6.5592,3059.92,24.253,6.6723,0.897182846,282.32,125.3,67.4467,13671.0,30439.0,3.855,110.15,336.24,1188.6,0.30205,1.9324,4.106,35.3122,18.452,108.26,1.482579689,8.3389,0.3845,104.8181,3.336,46.861,3.9684,3.64,65.8949,3.75,1.3796,15.69525,145.75,8.3178,0.9916,35.719,6.6536,2.07904,3.6725,0.682035193,1,31.223
26-May-16,110.2811,1.386193513,0.376,9.975,11.13585746,3.5798,1.3769,1.2981,692.24,6.5601,3061.89,24.192,6.6589,0.895415473,280.86,124.74,67.2855,13615.0,30449.0,3.837,109.7,333.09,1185.8,0.3019,1.9324,4.0825,35.3278,18.4572,107.78,1.492760113,8.2799,0.3845,104.8199,3.338,46.79,3.9684,3.64,65.2062,3.75,1.3769,15.59685,145.75,8.3033,0.991,35.616,6.6316,2.08861,3.6725,0.680503573,1,31.141
